City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
151,Geraldton,AU,-28.7667,114.6,68.0,83,75,9.22,broken clouds
152,Sao Filipe,CV,14.8961,-24.4956,69.37,73,100,13.06,overcast clouds
153,Hailey,US,43.5196,-114.3153,37.4,35,1,11.5,clear sky
154,Menongue,AO,-14.6585,17.691,65.73,89,100,3.98,overcast clouds
155,Atbasar,KZ,51.8,68.3333,13.42,97,100,0.65,light snow
156,Huilong,CN,31.8111,121.655,46.0,74,100,18.86,light rain
157,Cidreira,BR,-30.1811,-50.2056,71.17,71,0,8.3,clear sky
158,Grindavik,IS,63.8424,-22.4338,32.0,74,0,12.66,clear sky
159,Roquetas De Mar,ES,36.7642,-2.6148,57.2,54,0,11.5,clear sky
160,Erenhot,CN,43.6475,111.9767,8.55,86,0,7.02,clear sky
161,Kaitangata,NZ,-46.2817,169.8464,64.99,80,93,7.0,overcast clouds
162,Tamorong,PH,17.3333,120.4333,73.11,73,0,4.74,clear sky
163,Beringovskiy,RU,63.05,179.3167,3.88,91,100,17.11,light snow
164,Porto Nacional,BR,-10.7081,-48.4172,77.0,88,20,5.75,moderate rain
165,Nemuro,JP,43.3236,145.575,13.98,86,7,7.63,clear sky
166,Cedar City,US,37.6775,-113.0619,55.4,7,1,8.05,clear sky
167,Luganville,VU,-15.5333,167.1667,85.5,54,0,5.35,clear sky
168,Helong,CN,42.5397,128.9972,0.68,85,9,5.75,clear sky
169,Seondha,IN,26.1578,78.7797,52.68,56,0,3.33,clear sky
170,Henderson,US,36.0397,-114.9819,70.0,11,1,4.61,clear sky
171,Mitsamiouli,KM,-11.3847,43.2844,82.45,78,85,10.33,moderate rain
172,Pevek,RU,69.7008,170.3133,-6.18,85,0,3.29,clear sky
173,Rocha,UY,-34.4833,-54.3333,63.5,88,13,6.11,few clouds
174,Iquitos,PE,-3.7481,-73.2472,80.6,83,75,5.75,broken clouds
175,Azuaga,ES,38.2667,-5.6833,45.0,92,98,7.0,overcast clouds
176,Khatanga,RU,71.9667,102.5,-29.22,79,0,11.18,clear sky
177,Uthal,PK,25.8072,66.6219,58.1,34,0,2.66,clear sky
178,Tuscaloosa,US,33.2098,-87.5692,48.2,61,90,8.05,overcast clouds
179,Hamilton,US,39.1834,-84.5333,21.0,46,69,1.01,broken clouds
180,Sayyan,YE,15.1718,44.3244,48.09,52,25,6.49,scattered clouds
181,Foundiougne,SN,14.1333,-16.4667,78.8,34,0,11.5,clear sky
182,Lagoa,PT,39.05,-27.9833,57.76,75,82,17.07,broken clouds
183,Olafsvik,IS,64.8945,-23.7142,34.34,83,43,15.37,scattered clouds
184,Nago,JP,26.5881,127.9761,62.6,93,1,4.61,clear sky
185,Salalah,OM,17.0151,54.0924,71.6,73,75,5.75,broken clouds
186,Lompoc,US,34.6391,-120.4579,62.01,72,1,14.97,clear sky
187,Kruisfontein,ZA,-34.0033,24.7314,66.0,89,81,7.27,broken clouds
188,Port Lincoln,AU,-34.7333,135.8667,62.26,76,69,16.46,broken clouds
189,Bayan,CN,46.0833,127.4,-20.34,87,6,4.99,clear sky
190,Moose Factory,CA,51.2585,-80.6094,-9.4,70,90,9.22,light snow
191,Inirida,CO,3.8653,-67.9239,76.91,92,100,0.96,overcast clouds
192,Levelland,US,33.5873,-102.378,73.4,8,1,10.36,clear sky
193,Malayal,PH,7.208,121.942,75.2,100,75,3.58,broken clouds
194,Vao,NC,-22.6667,167.4833,77.54,81,88,5.37,overcast clouds
195,Mikhaylovskaya,RU,44.9947,40.5964,25.97,98,100,5.77,snow
196,Port Moresby,PG,-9.4431,147.1797,78.8,94,75,10.36,broken clouds
197,Ambon,ID,-3.6954,128.1814,78.8,89,40,5.75,scattered clouds
198,Kapit,MY,2.0167,112.9333,73.33,95,100,0.69,overcast clouds
199,Zhangzhou,CN,24.5133,117.6556,62.6,88,0,2.24,mist
200,Hovd,MN,48.0056,91.6419,12.83,86,96,1.21,overcast clouds
201,Taloqan,AF,36.7361,69.5345,52.56,50,100,2.08,overcast clouds
202,Marawi,PH,7.9986,124.2928,73.99,95,100,3.0,overcast clouds
203,Auki,SB,-8.7676,160.7034,83.41,76,78,7.61,broken clouds
204,Eureka,US,40.8021,-124.1637,55.0,73,22,5.99,few clouds
205,Chokurdakh,RU,70.6333,147.9167,-17.14,88,98,8.16,overcast clouds
206,Namibe,AO,-15.1961,12.1522,72.64,77,92,5.06,overcast clouds
207,Ponta Do Sol,PT,32.6667,-17.1,57.99,86,41,5.01,scattered clouds
208,Cockburn Town,TC,21.4612,-71.1419,78.01,83,24,17.76,few clouds
209,Sitka,US,57.0531,-135.33,35.6,30,40,6.91,scattered clouds
210,Norman Wells,CA,65.282,-126.8329,-22.0,69,40,4.61,scattered clouds
211,Telimele,GN,10.9167,-13.3333,67.78,71,49,1.97,scattered clouds
212,Hasaki,JP,35.7333,140.8333,37.4,70,75,1.14,broken clouds
213,Teruel,ES,40.6667,-0.6667,46.4,70,0,10.36,clear sky
214,Cabra,ES,37.4725,-4.4421,48.99,81,99,3.0,overcast clouds
215,Flinders,AU,-34.5833,150.8552,70.0,75,58,3.0,broken clouds
216,Puerto Leguizamo,CO,-0.1934,-74.7819,83.05,69,18,2.46,few clouds
217,Omsukchan,RU,62.5333,155.8,4.48,87,100,15.73,overcast clouds
218,Jackson,US,42.4165,-122.8345,39.2,75,75,1.19,broken clouds
219,Baykit,RU,61.67,96.37,27.75,95,99,7.29,light snow
220,Nuevo Progreso,MX,23.1667,-97.95,73.99,74,1,7.0,clear sky
221,Hammerfest,NO,70.6634,23.6821,24.8,74,75,11.5,light snow
222,Saldanha,ZA,-33.0117,17.9442,62.6,72,0,17.27,clear sky
223,Sorong,ID,-0.8833,131.25,79.92,83,99,6.55,overcast clouds
224,Hanko,FI,59.8333,22.95,19.99,81,49,9.08,scattered clouds
225,Dogondoutchi,NE,13.6393,4.0287,76.48,18,83,8.52,broken clouds
226,Cayenne,GF,4.9333,-52.3333,80.6,78,90,11.5,overcast clouds
227,Veraval,IN,20.9,70.3667,69.55,39,0,10.71,clear sky
228,Siilinjarvi,FI,63.0833,27.6667,14.0,92,75,6.91,light snow
229,Muisne,EC,0.6,-80.0333,82.4,83,75,3.44,light rain
230,Bay Roberts,CA,47.5999,-53.2648,30.0,70,2,15.01,clear sky
231,Ryazan,RU,54.6197,39.74,3.63,93,97,9.69,overcast clouds
232,Shirokiy,RU,49.758,129.523,-19.86,87,0,9.57,clear sky
233,Gazojak,TM,41.1875,61.4036,47.5,72,100,8.14,overcast clouds
234,Marzuq,YE,14.4,46.4667,59.14,47,7,4.36,clear sky
235,Estelle,US,29.8458,-90.1067,59.0,63,1,3.44,clear sky
236,Provideniya,RU,64.3833,-173.3,-0.96,82,69,17.16,broken clouds
237,Rabo De Peixe,PT,37.8,-25.5833,55.99,82,20,6.91,few clouds
238,Meadow Lake,US,34.8014,-106.5436,64.0,10,20,12.66,few clouds
239,Lovozero,RU,68.005,35.0117,15.42,95,100,14.67,light snow
240,Vanavara,RU,60.34,102.2797,28.56,97,100,10.56,overcast clouds
241,Talnakh,RU,69.4865,88.3972,-19.52,75,15,2.39,few clouds
242,Camacha,PT,33.0833,-16.3333,60.8,94,75,14.97,broken clouds
243,Buala,SB,-8.145,159.5921,84.29,76,72,8.63,moderate rain
244,Dharchula,IN,29.85,80.5333,50.29,32,0,7.45,clear sky
245,Lima,PE,-12.0432,-77.0282,75.2,69,75,13.8,light rain
246,Progreso,MX,21.2833,-89.6667,86.0,62,40,9.22,scattered clouds
247,Santa Cruz,BO,-17.8,-63.1667,89.6,51,40,8.05,scattered clouds
248,Havre-Saint-Pierre,CA,50.2334,-63.5986,21.2,73,1,13.8,clear sky
249,Chazuta,PE,-6.5742,-76.1367,89.6,55,40,6.91,scattered clouds
250,Clyde River,CA,70.4692,-68.5914,-2.2,84,75,11.5,light snow
251,Lasa,IT,46.6166,10.7002,39.2,93,90,5.75,mist
252,Pembroke,CA,45.8168,-77.1162,19.4,49,40,9.22,scattered clouds
253,Hampton,US,37.0299,-76.3452,41.0,100,90,9.22,overcast clouds
254,Racine,US,42.7495,-88.0751,1.0,58,100,4.0,overcast clouds
255,Tual,ID,-5.6667,132.75,83.7,78,100,18.19,overcast clouds
256,Sinazongwe,ZM,-17.2614,27.4618,75.51,82,100,1.57,moderate rain
257,Pisco,PE,-13.7,-76.2167,75.2,78,90,9.22,overcast clouds
258,Kiama,AU,-34.6833,150.8667,70.0,83,73,1.99,broken clouds
259,Vallecillo,HN,14.5167,-87.4,86.0,37,20,11.5,few clouds
260,Kattivakkam,IN,13.2167,80.3167,69.8,94,100,2.3,mist
261,Santiago,CL,-33.4569,-70.6483,77.0,44,0,8.05,clear sky
262,Ahuimanu,US,21.4447,-157.8378,78.8,50,40,5.75,scattered clouds
263,Vredendal,ZA,-31.6683,18.5012,59.72,71,0,10.13,clear sky
264,Port Augusta,AU,-32.5,137.7667,69.01,72,0,8.05,clear sky
265,Pacific Grove,US,36.6177,-121.9166,61.0,77,20,8.05,few clouds
266,Vallenar,CL,-28.5708,-70.7581,74.64,38,0,6.67,clear sky
267,Maungatapere,NZ,-35.75,174.2,70.0,76,77,7.0,broken clouds
268,Kondinskoye,RU,59.6481,67.41,0.59,93,100,12.71,light snow
269,Sochi,RU,43.6,39.7303,48.2,81,75,11.18,broken clouds
